Lignin (wt%),Co-polyol type (PTHF),r,Copolyol (wt%),Isocyanate (wt%),Tg (°C)
37,250,0.7500000000000001,54,17.0,50.986139616375645
9,250,0.6,60,8.0,20.858397404276133
63,1000,0.9500000000000003,8,1.0,70.61353962900729
39,650,0.9000000000000002,22,4.5,41.50715082661384
32,250,0.65,34,4.5,42.20475864070615
8,1000,1.2500000000000004,62,18.0,7.136279370644402
12,650,0.9500000000000003,48,3.0,15.95800265833249
5,650,0.6,42,14.5,21.772383529901944
30,1000,1.1000000000000005,40,12.5,30.963778167759997
52,250,1.2000000000000006,6,13.0,44.3040031758917
5,1000,0.8000000000000002,38,3.5,21.885680584178722
43,1000,0.7500000000000001,44,15.0,50.6400935353347
69,650,0.7500000000000001,6,18.5,63.335704222874114
46,650,1.2500000000000004,4,13.5,63.416122931836256
57,250,0.9000000000000002,44,5.0,58.61651808742996
59,1000,1.0000000000000004,48,15.0,54.22327321460185
23,650,1.2000000000000006,4,12.0,60.64749391490955
60,250,0.7500000000000001,48,1.0,58.9539171342361
65,650,1.4000000000000008,18,9.5,51.550189470953576
20,650,1.2000000000000006,10,3.0,60.82288097396741
54,250,1.3500000000000005,10,16.0,44.1911935724617
65,1000,1.2500000000000004,34,4.0,49.18920272837538
43,1000,1.3000000000000007,30,11.5,30.311017199651502
43,1000,1.3000000000000007,42,2.0,31.54685676783126
43,1000,1.1500000000000004,22,12.5,33.61439305213456
66,650,0.8000000000000002,40,2.5,58.78361337720825
5,250,0.6,40,15.5,22.360850881880683
46,250,1.3500000000000005,38,4.5,57.96913154752676
50,650,1.1000000000000005,54,9.5,57.16922052523961
54,1000,1.4000000000000008,6,15.5,70.30983017966318
14,650,1.3500000000000005,0,11.5,65.56338628248862
37,1000,1.4000000000000008,48,2.5,46.048903861998454
3,1000,1.0000000000000004,2,5.5,66.46829383498343
14,1000,1.3500000000000005,50,12.0,26.477237327774922
53,650,1.1000000000000005,50,18.0,54.16732859062372
12,1000,1.4000000000000008,56,6.5,21.194796872090038
21,250,1.0000000000000004,16,3.5,15.533737214088603
36,1000,1.0000000000000004,0,14.0,54.255041231257415
9,1000,1.3500000000000005,12,19.0,70.05734614538525
0,250,0.8000000000000002,46,2.0,27.708190713334204
44,250,1.0000000000000004,48,12.5,40.90715657989289
48,650,1.0500000000000003,64,4.5,57.939832217781614
4,650,1.0000000000000004,6,5.5,59.921760007276916
20,1000,0.7000000000000001,4,14.0,56.92533601920182
54,1000,0.9000000000000002,12,2.0,74.78043446601936
55,650,0.9500000000000003,50,5.5,59.26171742081021
11,1000,0.8000000000000002,48,13.5,25.2370756303271
31,650,1.2000000000000006,10,8.0,61.389037463339825
53,1000,1.2500000000000004,32,6.0,49.140343278087855
32,250,0.7500000000000001,24,17.0,39.23427283625149
